X gumbel gaussian
-1.76175588025 0.0172335636155 0.0845146468616
-1.73711593787 0.0193740707857 0.0882373951968
-1.71247599549 0.0217054450143 0.0920682111819
-1.68783605311 0.0242356675972 0.0960070354478
-1.66319611072 0.0269721354996 0.100053605205
-1.63855616834 0.0299215740772 0.104207446195
-1.61391622596 0.0330899537473 0.108467864953
-1.58927628358 0.0364824117269 0.11283394143
-1.5646363412 0.0401031798794 0.117304522004
-1.53999639882 0.0439555196178 0.121878212944
-1.51535645644 0.0480416647039 0.126553374343
-1.49071651406 0.0523627726625 0.13132811458
-1.46607657168 0.0569188853997 0.136200285347
-1.44143662929 0.0617088994769 0.141167477279
-1.41679668691 0.0667305463529 0.146227016226
-1.39215674453 0.0719803827635 0.15137596021
-1.36751680215 0.0774537912702 0.156611097091
-1.34287685977 0.0831449908743 0.161928942996
-1.31823691739 0.0890470574618 0.16732574152
-1.29359697501 0.0951519537284 0.172797463752
-1.26895703263 0.10145056812 0.178339809131
-1.24431709025 0.10793276223 0.183948207175
-1.21967714786 0.114587426002 0.189617820099
-1.19503720548 0.121402540029 0.195343546335
-1.1703972631 0.128365244158 0.201120024979
-1.14575732072 0.135461911591 0.206941641166
-1.12111737834 0.142678227617 0.212802532399
-1.09647743596 0.149999272118 0.21869659581
-1.07183749358 0.15740960496 0.224617496382
-1.0471975512 0.164893353409 0.230558676108
-1.02255760882 0.172434300712 0.236513364087
-0.997917666434 0.180015975036 0.242474587552
-0.973277724053 0.187621737958 0.248435183793
-0.948637781672 0.195234871781 0.254387812981
-0.923997839291 0.202838664974 0.260324971847
-0.89935789691 0.210416495101 0.266239008199
-0.874717954529 0.217951908676 0.272122136236
-0.850078012148 0.225428697411 0.277966452628
-0.825438069767 0.23283097042 0.283763953316
-0.800798127386 0.240143221999 0.289506550982
-0.776158185005 0.247350394649 0.295186093153
-0.751518242623 0.254437937106 0.300794380869
-0.726878300242 0.261391857167 0.306323187866
-0.702238357861 0.268198769195 0.31176428022
-0.67759841548 0.27484593621 0.317109436371
-0.652958473099 0.281321306564 0.32235046748
-0.628318530718 0.287613545206 0.327479238036
-0.603678588337 0.293712059616 0.332487686647
-0.579038645956 0.299607020534 0.337367846945
-0.554398703575 0.305289377603 0.342111868521
-0.529758761194 0.310750870144 0.346712037826
-0.505118818812 0.315984033239 0.351160798946
-0.480478876431 0.32098219938 0.35545077419
-0.45583893405 0.325739495922 0.359574784395
-0.431198991669 0.330250838614 0.363525868887
-0.406559049288 0.334511921483 0.36729730501
-0.381919106907 0.338519203361 0.370882627144
-0.357279164526 0.342269891352 0.374275645153
-0.332639222145 0.345761921519 0.377470462171
-0.307999279764 0.348993937096 0.380461491661
-0.283359337383 0.351965264511 0.383243473685
-0.258719395002 0.354675887496 0.38581149031
-0.23407945262 0.357126419571 0.388160980087
-0.209439510239 0.359318075157 0.39028775155
-0.184799567858 0.36125263958 0.392187995677
-0.160159625477 0.362932438201 0.393858297251
-0.135519683096 0.364360304915 0.395295645091
-0.110879740715 0.365539550221 0.396497441097
-0.0862397983338 0.366473929072 0.397461508073
-0.0615998559527 0.367167608694 0.398186096302
-0.0369599135716 0.367625136541 0.398669888835
-0.0123199711905 0.367851408551 0.398912005483
0.0123199711905 0.367851637841 0.398912005483
0.0369599135716 0.367631323969 0.398669888835
0.0615998559527 0.367196222888 0.398186096302
0.0862397983338 0.366552317683 0.397461508073
0.110879740715 0.36570579018 0.396497441097
0.135519683096 0.364662993512 0.395295645091
0.160159625477 0.363430425696 0.393858297251
0.184799567858 0.362014704282 0.392187995677
0.209439510239 0.360422542111 0.39028775155
0.23407945262 0.358660724213 0.388160980087
0.258719395002 0.356736085877 0.38581149031
0.283359337383 0.354655491896 0.383243473685
0.307999279764 0.352425817007 0.380461491661
0.332639222145 0.35005392751 0.377470462171
0.357279164526 0.347546664081 0.374275645153
0.381919106907 0.344910825739 0.370882627144
0.406559049288 0.342153154977 0.36729730501
0.431198991669 0.339280324018 0.363525868887
0.45583893405 0.336298922173 0.359574784395
0.480478876431 0.333215444276 0.35545077419
0.505118818812 0.330036280161 0.351160798946
0.529758761194 0.32676770514 0.346712037826
0.554398703575 0.323415871461 0.342111868521
0.579038645956 0.319986800687 0.337367846945
0.603678588337 0.316486376974 0.332487686647
0.628318530718 0.312920341194 0.327479238036
0.652958473099 0.309294285874 0.32235046748
0.67759841548 0.305613650896 0.317109436371
0.702238357861 0.301883719925 0.31176428022
0.726878300242 0.298109617529 0.306323187866
0.751518242623 0.294296306932 0.300794380869
0.776158185005 0.290448588381 0.295186093153
0.800798127386 0.286571098066 0.289506550982
0.825438069767 0.282668307575 0.283763953316
0.850078012148 0.278744523834 0.277966452628
0.874717954529 0.274803889492 0.272122136236
0.89935789691 0.27085038373 0.266239008199
0.923997839291 0.266887823448 0.260324971847
0.948637781672 0.262919864796 0.254387812981
0.973277724053 0.258950005033 0.248435183793
0.997917666434 0.25498158466 0.242474587552
1.02255760882 0.251017789822 0.236513364087
1.0471975512 0.247061654937 0.230558676108
1.07183749358 0.243116065527 0.224617496382
1.09647743596 0.23918376124 0.21869659581
1.12111737834 0.235267339015 0.212802532399
1.14575732072 0.231369256398 0.206941641166
1.1703972631 0.22749183496 0.201120024979
1.19503720548 0.223637263825 0.195343546335
1.21967714786 0.219807603265 0.189617820099
1.24431709025 0.216004788365 0.183948207175
1.26895703263 0.212230632726 0.178339809131
1.29359697501 0.208486832212 0.172797463752
1.31823691739 0.204774968708 0.16732574152
1.34287685977 0.201096513882 0.161928942996
1.36751680215 0.197452832953 0.156611097091
1.39215674453 0.193845188436 0.15137596021
1.41679668691 0.190274743867 0.146227016226
1.44143662929 0.186742567492 0.141167477279
1.46607657168 0.183249635923 0.136200285347
1.49071651406 0.179796837739 0.13132811458
1.51535645644 0.176384977041 0.126553374343
1.53999639882 0.173014776944 0.121878212944
1.5646363412 0.16968688301 0.117304522004
1.58927628358 0.166401866611 0.11283394143
1.61391622596 0.163160228218 0.108467864953
1.63855616834 0.159962400627 0.104207446195
1.66319611072 0.156808752093 0.100053605205
1.68783605311 0.153699589399 0.0960070354478
1.71247599549 0.150635160838 0.0920682111819
1.73711593787 0.147615659112 0.0882373951968
1.76175588025 0.144641224149 0.0845146468616
1.78639582263 0.141711945843 0.0808998304466
1.81103576501 0.138827866699 0.0773926236755
1.83567570739 0.135988984403 0.0739925264676
1.86031564977 0.133195254303 0.0706988698328
1.88495559215 0.130446591812 0.0675108248778
1.90959553453 0.127742874719 0.0644274118904
1.93423547692 0.125083945429 0.0614475094626
1.9588754193 0.122469613114 0.0585698636206
1.98351536168 0.119899655786 0.0557930969282
2.00815530406 0.117373822294 0.0531157175319
2.03279524644 0.114891834241 0.0505361281193
2.05743518882 0.112453387823 0.0480526347624
2.0820751312 0.1100581556 0.0456634556197
2.10671507358 0.107705788187 0.0433667294744
2.13135501596 0.105395915876 0.0411605240842
2.15599495835 0.103128150194 0.0390428443248
2.18063490073 0.100902085385 0.0370116401065
2.20527484311 0.0987172998323 0.0350648140496
2.22991478549 0.0965733574115 0.033200228901
2.25455472787 0.0944698087863 0.0314157146818
2.27919467025 0.0924061926407 0.0297090755536
2.30383461263 0.0903820368536 0.0280780963932
2.32847455501 0.0883968596162 0.0265205490701
2.35311449739 0.0864501704955 0.0250341984189
2.37775443978 0.0845414714435 0.0236168079035
2.40239438216 0.0826702577557 0.0222661449691
2.42703432454 0.08083601898 0.0209799860812
2.45167426692 0.0790382397783 0.0197561214516
2.4763142093 0.0772764007412 0.0185923594522
2.50095415168 0.0755499791591 0.0174865307189
2.52559409406 0.0738584497504 0.0164364919496
2.55023403644 0.0722012853488 0.0154401294011
2.57487397882 0.0705779575511 0.0144953620895
2.59951392121 0.0689879373276 0.0136001447016
2.62415386359 0.0674306955953 0.0127524702239
2.64879380597 0.0659057037572 0.0119503722977
2.67343374835 0.0644124342083 0.0111919273083
2.69807369073 0.0629503608085 0.0104752562181
2.72271363311 0.0615189593264 0.00979852615297
2.74735357549 0.0601177078533 0.00915995175172
2.77199351787 0.0587460871887 0.00855779628965
2.79663346025 0.0574035812001 0.00799037258632
2.82127340264 0.0560896771567 0.00745604370858
2.84591334502 0.0548038660393 0.00695322347989
2.8705532874 0.0535456428264 0.00648037680687
2.89519322978 0.0523145067588 0.00603601983429
2.91983317216 0.0511099615832 0.0056187199393
2.94447311454 0.0499315157754 0.00522709557615
2.96911305692 0.0487786827451 0.00485981598188
2.9937529993 0.0476509810218 0.0045156007539
3.01839294168 0.0465479344248 0.00419321930963
3.04303288407 0.0454690722159 0.00389149023861
3.06767282645 0.0444139292371 0.00360928055673
3.09231276883 0.0433820460336 0.00334550487242
3.11695271121 0.0423729689632 0.00309912447389
3.14159265359 0.0413862502925 0.00286914634635
